id,Scene,Character,Cleaned_Sayings
1,Scene_1:_The_Carrot_Days_Talent_Show,Judy Hopps,"Fear. Treachery. Blood lust. Thousands of years ago, these were the forces that ruled our world. A world where prey were scared of predators. And predators had an uncontrollable, biological urge to maim and maul, and-"
2,Scene_1:_The_Carrot_Days_Talent_Show,Judy Hopps,Ahh! Blood! Blood! Blood! And... death!
3,Scene_1:_The_Carrot_Days_Talent_Show,Judy Hopps,"Back then, the world was divided in two - vicious predators  or meek prey. But over time, we evolved and looked beyond our primitive savage ways. Now, predator and prey live in harmony. And every young mammal has multitudinous opportunities."
4,Scene_1:_The_Carrot_Days_Talent_Show,Sharla,"Yeah, I don't have to cower in a herd anymore. Instead, I can be an astronaut!"
5,Scene_1:_The_Carrot_Days_Talent_Show,Jaguar,"I don't have to be a lonely hunter anymore. Today, I can hunt for tax exemptions; I'm gonna be an actuary!"
6,Scene_1:_The_Carrot_Days_Talent_Show,Judy Hopps,"And I can make the world a better place, I am going to be... ...a police officer!"
7,Scene_1:_The_Carrot_Days_Talent_Show,Gideon Grey,Bunny cop! That is the most stupidest thing I ever heard.
8,Scene_1:_The_Carrot_Days_Talent_Show,Judy Hopps,"It may seem impossible to small minds - I'm looking at you, Gideon Grey - ...but, just two-hundred and eleven miles away, stands the great city of Zootopia, where our ancestors first joined together in peace and declared that anyone can be anything! Thank you and good night!"
9,Scene_2:_Judy_Confronts_Gideon,Stu Hopps,"Judy, you ever wonder how your mom and me got to be so darn happy?"
10,Scene_2:_Judy_Confronts_Gideon,Judy Hopps,Nope!
11,Scene_2:_Judy_Confronts_Gideon,Stu Hopps,"Well, we gave up on our dreams and we settled, right, Bon?"
12,Scene_2:_Judy_Confronts_Gideon,Bonnie Hopps,"Oh, yes, that's right, Stu. We settled hard."
13,Scene_2:_Judy_Confronts_Gideon,Stu Hopps,"See, that's the beauty of complacency, Jude. If you don't try anything new, you'll never fail!"
14,Scene_2:_Judy_Confronts_Gideon,Judy Hopps,"I like trying, actually."
15,Scene_2:_Judy_Confronts_Gideon,Bonnie Hopps,"What your father means, hon, is it's gonna be difficult, impossible even, for you to become a police officer."
16,Scene_2:_Judy_Confronts_Gideon,Stu Hopps,Right! There's never been a bunny cop.
17,Scene_2:_Judy_Confronts_Gideon,Bonnie Hopps,No.
18,Scene_2:_Judy_Confronts_Gideon,Stu Hopps,Bunnies don't do that.
19,Scene_2:_Judy_Confronts_Gideon,Bonnie Hopps,Never!
20,Scene_2:_Judy_Confronts_Gideon,Stu Hopps,Never.
21,Scene_2:_Judy_Confronts_Gideon,Judy Hopps,"Oh... Then, I guess I'll have to be the first one! Because I am gonna make the world a better place!"
22,Scene_2:_Judy_Confronts_Gideon,Stu Hopps,"Or, uh, heck, you know, you want to talk about making the world a better place, no better way to do it than becoming a carrot farmer."
23,Scene_2:_Judy_Confronts_Gideon,Bonnie Hopps,"Yes! Your dad, me, your two-hundred seventy-five brothers and sisters, we're changing the world!"
24,Scene_2:_Judy_Confronts_Gideon,Stu Hopps,Yeah.
25,Scene_2:_Judy_Confronts_Gideon,Bonnie Hopps,One carrot at a time!
26,Scene_2:_Judy_Confronts_Gideon,Stu Hopps,Amen to that. Carrot farming is a noble profession.
27,Scene_2:_Judy_Confronts_Gideon,Bonnie Hopps,Mm-hm. Just putting the seeds in the ground.
28,Scene_2:_Judy_Confronts_Gideon,Stu Hopps,"Ahh, at one with the soil, just getting covered in dirt."
29,Scene_2:_Judy_Confronts_Gideon,Bonnie Hopps,"You get it, honey. Yeah, but it's great to have dreams."
30,Scene_2:_Judy_Confronts_Gideon,Stu Hopps,"Yeah, just as long as you don't believe in them too much. Where'd the heck she go?"
31,Scene_2:_Judy_Confronts_Gideon,Gideon Grey,"Give me your tickets right now, or I'm gonna kick your meek little sheep butt!"
32,Scene_2:_Judy_Confronts_Gideon,Sharla,"Ow! Cut it out, Gideon!"
33,Scene_2:_Judy_Confronts_Gideon,Gideon Grey,"Baaa, baaa! What are you gonna do? Cry?"
34,Scene_2:_Judy_Confronts_Gideon,Judy Hopps,Hey! You heard her. Cut it out.
35,Scene_2:_Judy_Confronts_Gideon,Gideon Grey,"Nice costume, loser! What crazy world are you living in where you think a bunny could be a cop?"
36,Scene_2:_Judy_Confronts_Gideon,Judy Hopps,Kindly return my friend's tickets.
37,Scene_2:_Judy_Confronts_Gideon,Gideon Grey,"Come and get them! But watch out,  because I'm a fox, and like you said in your dumb little stage play, us predators used to eat prey! And that killer instinct's still in our DANA."
38,Scene_2:_Judy_Confronts_Gideon,Travis,"Uh, I'm pretty much sure it's pronounced D-N-A."
39,Scene_2:_Judy_Confronts_Gideon,Gideon Grey,"Don't tell me what I know, Travis!"
40,Scene_2:_Judy_Confronts_Gideon,Judy Hopps,"You don't scare me, Gideon!"
41,Scene_2:_Judy_Confronts_Gideon,Gideon Grey,You scared now?
42,Scene_2:_Judy_Confronts_Gideon,Travis,Look at her nose twitch! She is scared!
43,Scene_2:_Judy_Confronts_Gideon,Gideon Grey,"Cry, little baby bunny, cry! Cryy- Oh, you don't know when to quit, do you? I want you to remember this moment the next time you think you will ever be anything more than just a stupid, carrot-farming, dumb bunny!"
44,Scene_2:_Judy_Confronts_Gideon,Gareth,That looks bad!
45,Scene_2:_Judy_Confronts_Gideon,Sharla,"Are you okay, Judy?"
46,Scene_2:_Judy_Confronts_Gideon,Judy Hopps,"Yeah, yeah. I'm okay. Here you go."
47,Scene_2:_Judy_Confronts_Gideon,Sharla,Wow! You got our tickets!
48,Scene_2:_Judy_Confronts_Gideon,Gareth,"You're awesome, Judy."
49,Scene_2:_Judy_Confronts_Gideon,Sharla,Yeah! That Gideon Grey doesn't know what he's talking about!
50,Scene_2:_Judy_Confronts_Gideon,Judy Hopps,"Well, he was right about one thing: I don't know when to quit!"
51,Scene_3:_The_Zootopia_Police_Academy,Major Friedkin,"Listen up, cadets! Zootopia has twelve unique ecosystems within its city limits. Tundratown! Sahara Square! Rainforest District - to name a few! You're gonna have to master all of them before you hit the streets, or guess what? You'll be dead!"
52,Scene_3:_The_Zootopia_Police_Academy,Major Friedkin,"Scorching sandstorm! You're dead, bunny bumpkin."
53,Scene_3:_The_Zootopia_Police_Academy,Major Friedkin,One-thousand-foot fall!
54,Scene_3:_The_Zootopia_Police_Academy,Judy Hopps,Whoa!
55,Scene_3:_The_Zootopia_Police_Academy,Major Friedkin,"You're dead, carrot face!"
56,Scene_3:_The_Zootopia_Police_Academy,Major Friedkin,Frigid ice-wall!
57,Scene_3:_The_Zootopia_Police_Academy,Judy Hopps,Whoop!
58,Scene_3:_The_Zootopia_Police_Academy,Major Friedkin,"You're dead, farm girl!"
59,Scene_3:_The_Zootopia_Police_Academy,Major Friedkin,"Enormous criminal! You're dead! Dead, dead, dead!"
60,Scene_3:_The_Zootopia_Police_Academy,Judy Hopps,Whoa!
61,Scene_3:_The_Zootopia_Police_Academy,Major Friedkin,"Filthy toilet! You're dead, fluff-butt! Just quit and go home, fuzzy bunny."
62,Scene_3:_The_Zootopia_Police_Academy,Stu Hopps,There's never been a bunny cop.
63,Scene_3:_The_Zootopia_Police_Academy,Bonnie Hopps,Never!
64,Scene_3:_The_Zootopia_Police_Academy,Stu Hopps,Never.
65,Scene_3:_The_Zootopia_Police_Academy,Gideon Grey,"...just a stupid, carrot-farming dumb bunny!"
66,Scene_4:_Judy's_Graduation_Ceremony,Leodore Lionheart,"As mayor of Zootopia, I am proud to announce that my mammal inclusion initiative has produced its first police academy graduate. Valedictorian of her class, ZPD's very first rabbit officer, Judy Hopps!"
67,Scene_4:_Judy's_Graduation_Ceremony,Stu Hopps,"Oh, gosh!"
68,Scene_4:_Judy's_Graduation_Ceremony,Leodore Lionheart,"Ahem, Assistant Mayor Bellwether, her badge."
69,Scene_4:_Judy's_Graduation_Ceremony,Dawn Bellwether,"Oh, yes, right!"
70,Scene_4:_Judy's_Graduation_Ceremony,Leodore Lionheart,Thank you.
71,Scene_4:_Judy's_Graduation_Ceremony,Hopps sibling,"Yay, Judy!"
72,Scene_4:_Judy's_Graduation_Ceremony,Leodore Lionheart,"Judy, it is my great privilege to officially assign you to the heart of Zootopia, precinct one, city center."
73,Scene_4:_Judy's_Graduation_Ceremony,Dawn Bellwether,"Congratulations, Officer Hopps."
74,Scene_4:_Judy's_Graduation_Ceremony,Judy Hopps,I won't let you down. This has been my dream since I was a kid.
75,Scene_4:_Judy's_Graduation_Ceremony,Dawn Bellwether,"You know, it's a - it's a real proud day for us little guys."
76,Scene_4:_Judy's_Graduation_Ceremony,Leodore Lionheart,"Bellwether, make room, will ya? Come on. Okay, Officer Hopps. Let's see those teeth!"
77,Scene_5:_Judy_Travels_to_Zootopia,Bonnie Hopps,"We're real proud of you, Judy."
78,Scene_5:_Judy_Travels_to_Zootopia,Stu Hopps,"Yup, and scared too."
79,Scene_5:_Judy_Travels_to_Zootopia,Bonnie Hopps,Yes.
80,Scene_5:_Judy_Travels_to_Zootopia,Stu Hopps,"Really, it's a - it's kind of a proud-scared combo. I mean, Zootopia, so far away, such a big city."
81,Scene_5:_Judy_Travels_to_Zootopia,Judy Hopps,"Guys, I've been working for this my whole life."
82,Scene_5:_Judy_Travels_to_Zootopia,Bonnie Hopps,"We know, and we're just a little excited for you, but terrified."
83,Scene_5:_Judy_Travels_to_Zootopia,Judy Hopps,The only thing we have to fear is fear itself.
84,Scene_5:_Judy_Travels_to_Zootopia,Stu Hopps,"And also bears. We have bears to fear too, say nothing of lions and wolves-"
85,Scene_5:_Judy_Travels_to_Zootopia,Bonnie Hopps,Wolves?
86,Scene_5:_Judy_Travels_to_Zootopia,Stu Hopps,Weasels!
87,Scene_5:_Judy_Travels_to_Zootopia,Bonnie Hopps,You play cribbage with a weasel.
88,Scene_5:_Judy_Travels_to_Zootopia,Stu Hopps,"Yeah, and he cheats like there's no tomorrow. You know what? Pretty much all predators, and Zootopia's full of them."
89,Scene_5:_Judy_Travels_to_Zootopia,Bonnie Hopps,"Oh, Stu."
90,Scene_5:_Judy_Travels_to_Zootopia,Stu Hopps,And foxes are the worst!
91,Scene_5:_Judy_Travels_to_Zootopia,Bonnie Hopps,"Actually, your father does have a point there. It's in their biology. Remember what happened with Gideon Grey?"
92,Scene_5:_Judy_Travels_to_Zootopia,Judy Hopps,When I was nine. Gideon Grey was a jerk who happened to be a fox. I know plenty of bunnies who are jerks.
93,Scene_5:_Judy_Travels_to_Zootopia,Stu Hopps,"Sure, yeah, we all do, absolutely. But just in case, we made a little care package to take with you."
94,Scene_5:_Judy_Travels_to_Zootopia,Bonnie Hopps,Mm-mm. I put some snacks in there.
95,Scene_5:_Judy_Travels_to_Zootopia,Stu Hopps,This is fox deterrent.
96,Scene_5:_Judy_Travels_to_Zootopia,Bonnie Hopps,"Yeah, that's safe to have that."
97,Scene_5:_Judy_Travels_to_Zootopia,Stu Hopps,This is fox repellent.
98,Scene_5:_Judy_Travels_to_Zootopia,Bonnie Hopps,"Okay, the deterrent and the repellent, that's all she needs."
99,Scene_5:_Judy_Travels_to_Zootopia,Stu Hopps,Check this out!
100,Scene_5:_Judy_Travels_to_Zootopia,Bonnie Hopps,"Oh, for goodness sake! She has no need for a fox taser, Stu!"
101,Scene_5:_Judy_Travels_to_Zootopia,Stu Hopps,"Oh, come on, when is there not a need for a fox taser?"
102,Scene_5:_Judy_Travels_to_Zootopia,Judy Hopps,"Okay, look! I will take this, to make you stop talking."
103,Scene_5:_Judy_Travels_to_Zootopia,Stu Hopps,Terrific! Everyone wins!
104,Scene_5:_Judy_Travels_to_Zootopia,Announcer,"Arriving, Zootopia Express."
105,Scene_5:_Judy_Travels_to_Zootopia,Judy Hopps,"Okay, gotta go. Bye! I love you guys!"
106,Scene_5:_Judy_Travels_to_Zootopia,Bonnie Hopps,"Love you, too."
107,Scene_5:_Judy_Travels_to_Zootopia,Stu Hopps,"Oh, cripes. Here come the waterworks. Oh, geez..."
108,Scene_5:_Judy_Travels_to_Zootopia,Bonnie Hopps,"Oh, Stu, pull it together."
109,Scene_5:_Judy_Travels_to_Zootopia,Judy Hopps,"Bye, everybody!"
110,Scene_5:_Judy_Travels_to_Zootopia,Stu Hopps,"Bye. Bye, Judy!"
111,Scene_5:_Judy_Travels_to_Zootopia,Cotton,"Bye, Judy, I love you! Bye! Bye!"
112,Scene_5:_Judy_Travels_to_Zootopia,Judy Hopps,Bye!
113,Scene_5:_Judy_Travels_to_Zootopia,Gazelle,I'm Gazelle. Welcome to Zootopia.
114,Scene_6:_The_Grand_Pangolin_Arms,Dharma Armadillo,"And welcome to the Grand Pangolin Arms, luxury apartments with charm. Complementary de-lousing once a month... Don't lose your key."
115,Scene_6:_The_Grand_Pangolin_Arms,Judy Hopps,"Thank you. Oh, hi! I'm Judy, your new neighbor."
116,Scene_6:_The_Grand_Pangolin_Arms,Bucky Oryx-Antlerson,"Yeah? Well, we're loud."
117,Scene_6:_The_Grand_Pangolin_Arms,Pronk Oryx-Antlerson,Don't expect us to apologize for it.
118,Scene_6:_The_Grand_Pangolin_Arms,Judy Hopps,Greasy walls... Rickety bed... Crazy neighbors... I love it!!
119,Scene_6:_The_Grand_Pangolin_Arms,Judy Hopps,Eh...
120,Scene_7:_The_Bullpen,Muzzled wolf,Come on! He bared his teeth first!
121,Scene_7:_The_Bullpen,Benjamin Clawhauser,Mm-mm-mmm!
122,Scene_7:_The_Bullpen,Judy Hopps,Excuse me!
123,Scene_7:_The_Bullpen,Benjamin Clawhauser,Hm?
124,Scene_7:_The_Bullpen,Judy Hopps,Down here! Hi!
125,Scene_7:_The_Bullpen,Benjamin Clawhauser,"O.M. Goodness. They really did hire a bunny. What?! Heh, I gotta tell you, you are even cuter than I thought you'd be!"
126,Scene_7:_The_Bullpen,Judy Hopps,"Ooh, uh, you probably didn't know, but a bunny can call another bunny cute, but when other animals do it, it's a little..."
127,Scene_7:_The_Bullpen,Benjamin Clawhauser,"I am so sorry! Me, Benjamin Clawhauser, the guy everyone thinks is just a flabby, donut-loving cop stereotyping you. Aw..."
128,Scene_7:_The_Bullpen,Judy Hopps,"That's okay. Oh, you've actually - you've actually got... There's a..."
129,Scene_7:_The_Bullpen,Benjamin Clawhauser,Um... A what?
130,Scene_7:_The_Bullpen,Judy Hopps,"In your neck, the fold... The - the, there's..."
131,Scene_7:_The_Bullpen,Benjamin Clawhauser,"Where? Oh, there you went, you little dickens! Nom!"
132,Scene_7:_The_Bullpen,Judy Hopps,"I should get to roll call, so which way do I-"
133,Scene_7:_The_Bullpen,Benjamin Clawhauser,"Oh, bullpen's over there to the left."
134,Scene_7:_The_Bullpen,Judy Hopps,Great. Thank you!
135,Scene_7:_The_Bullpen,Benjamin Clawhauser,Aww! That poor little bunny's gonna get eaten alive.
136,Scene_7:_The_Bullpen,Judy Hopps,Hey! Officer Hopps. You ready to make the world a better place?
137,Scene_7:_The_Bullpen,Officer Higgins,Atten-hut!
138,Scene_7:_The_Bullpen,Chief Bogo,Alright. Alright! Everybody sit. I've got three items on the docket. First... we need to acknowledge the elephant in the room. Francine. Happy birthday.
139,Scene_7:_The_Bullpen,Francine Pennington,"Heh, oh yeah?"
140,Scene_7:_The_Bullpen,Judy Hopps,"Oh, oh..."
141,Scene_7:_The_Bullpen,Chief Bogo,"Number two; there are some new recruits with us I should introduce, but I'm not going to, because I don't care."
142,Scene_7:_The_Bullpen,Chief Bogo,"Finally; we have fourteen missing mammal cases - all predators - from a giant polar bear to a teensy little otter, and City Hall is right up my tail to find them! This is priority number one. Assignments: Officers Grizzoli, Fangmeyer, Delgato; your teams take missing mammals from the Rainforest District. Officers McHorn, Rhinowitz, Wolfard; your teams take Sahara Square. Officers Higgins, Snarlov, Trunkaby: Tundratown. And finally our first bunny: Officer Hopps... parking duty. Dismissed."
143,Scene_7:_The_Bullpen,Judy Hopps,"Parking duty? Chief? Chief Bogo? Sir, you said there were fourteen missing mammal cases."
144,Scene_7:_The_Bullpen,Chief Bogo,So?
145,Scene_7:_The_Bullpen,Judy Hopps,"So I can handle one. You probably forgot, but I was top of my class at the academy."
146,Scene_7:_The_Bullpen,Chief Bogo,Didn't forget. Just don't care.
147,Scene_7:_The_Bullpen,Judy Hopps,"Sir, I'm not just some token bunny."
148,Scene_7:_The_Bullpen,Chief Bogo,"Well then, writing one hundred tickets a day should be easy."
149,Scene_7:_The_Bullpen,Judy Hopps,"A hundred tickets, I'm not gonna write a hundred tickets. I'm gonna write two-hundred tickets! Before noon!"
150,Scene_8:_Enter_Nick_Wilde,Judy Hopps,Boom! Two-hundred tickets before noon. Ugh... two-o-one.
151,Scene_8:_Enter_Nick_Wilde,Doug Ramses,"Hey, watch where you're going, fox!"
152,Scene_8:_Enter_Nick_Wilde,Judy Hopps,Mmm. Where'd he go?
153,Scene_8:_Enter_Nick_Wilde,"Jerry Jumbeaux, Jr.","Listen, I don't know what you're doing skulking around during daylight hours, but I don't want any trouble in here, so hit the road!"
154,Scene_8:_Enter_Nick_Wilde,Nick Wilde,"I'm not looking for any trouble either, sir. I simply wanna buy a Jumbo-pop for my little boy. You want the red or the blue, pal?"
155,Scene_8:_Enter_Nick_Wilde,Judy Hopps,"Ugh, I'm such a -"
156,Scene_8:_Enter_Nick_Wilde,"Jerry Jumbeaux, Jr.","Okay, come on, kid, back up. Listen, buddy, what? There aren't any fox ice cream joints in your part of town?"
157,Scene_8:_Enter_Nick_Wilde,Nick Wilde,"Uh, no, no. There are, there are. It's just, my boy, this goofy little stinker, he loves all things elephant, wants to be one when he grows up. Is that adorable?"
158,Scene_8:_Enter_Nick_Wilde,Judy Hopps,Aww...
159,Scene_8:_Enter_Nick_Wilde,Nick Wilde,"Who the heck am I to crush his little dreams, huh? Right?"
160,Scene_8:_Enter_Nick_Wilde,"Jerry Jumbeaux, Jr.","Look, you probably can't read, fox, but the sign says ""We reserve the right to refuse service to anyone"", so beat it!"
161,Scene_8:_Enter_Nick_Wilde,Francine Pennington,You're holding up the line!
162,Scene_8:_Enter_Nick_Wilde,Judy Hopps,Hello? Excuse me?
163,Scene_8:_Enter_Nick_Wilde,"Jerry Jumbeaux, Jr.","Hey, you're gonna have to wait your turn like everyone else, meter maid."
164,Scene_8:_Enter_Nick_Wilde,Judy Hopps,"Actually, I'm an officer. Just had a quick question: are your customers aware they're getting snot and mucus with their cookies and cream?"
165,Scene_8:_Enter_Nick_Wilde,"Jerry Jumbeaux, Jr.",What are you talking about?
166,Scene_8:_Enter_Nick_Wilde,Judy Hopps,"Well, I don't wanna cause you any trouble, but I believe scooping ice cream with an ungloved trunk is a class-three health code violation. Which is kind of a big deal. Of course I can let you off with a warning if you glove those trunks and, I don't know, finish selling this nice dad and his son a... What was it?"
167,Scene_8:_Enter_Nick_Wilde,Nick Wilde,A jumbo pop. Please.
168,Scene_8:_Enter_Nick_Wilde,Judy Hopps,A jumbo pop.
169,Scene_8:_Enter_Nick_Wilde,"Jerry Jumbeaux, Jr.",Fifteen dollars.
170,Scene_8:_Enter_Nick_Wilde,Nick Wilde,"Thank you so much. Thank you. Oh no, are you kidding me? I don't have my wallet! I'd lose my head if it weren't attached to my neck. That's the truth. Oh boy, I'm sorry, pal. Got to be about the worst birthday ever. Please don't be mad at me. Thanks anyway."
171,Scene_8:_Enter_Nick_Wilde,Judy Hopps,Keep the change.
172,Scene_8:_Enter_Nick_Wilde,Nick Wilde,"Officer, I can't thank you enough. So kind, really. Can I pay you back?"
173,Scene_8:_Enter_Nick_Wilde,Judy Hopps,"Oh no, my treat. It just - you know, it burns me up to see folks with such backward attitudes toward foxes. I just wanna say that you're a great dad and just a... A real articulate fella."
174,Scene_8:_Enter_Nick_Wilde,Nick Wilde,"Well, that is high praise. It's rare that I find someone so non-patronizing. Officer..."
175,Scene_8:_Enter_Nick_Wilde,Judy Hopps,Hopps. Mr...
176,Scene_8:_Enter_Nick_Wilde,Nick Wilde,Wilde. Nick Wilde.
177,Scene_8:_Enter_Nick_Wilde,Judy Hopps,"And you, little guy, you want to be an elephant when you grow up? You be an elephant. Because this is Zootopia. Anyone can be anything."
178,Scene_8:_Enter_Nick_Wilde,Nick Wilde,"Ah, boy, I tell him that all the time. Alright, here you go. Two paws, yeah. Oh, look at that smile , that's a happy birthday smile! All right. Give her a little bye-bye toot-toot!"
179,Scene_8:_Enter_Nick_Wilde,Judy Hopps,Toot-toot!
180,Scene_8:_Enter_Nick_Wilde,Nick Wilde,Bye now!
181,Scene_8:_Enter_Nick_Wilde,Judy Hopps,Goodbye!
182,Scene_9:_The_Pawpsicle_Scam,Judy Hopps,"Oh! Hey, little toot-toot..."
183,Scene_9:_The_Pawpsicle_Scam,Nick Wilde,Popsicles! Get your popsicles.
184,Scene_9:_The_Pawpsicle_Scam,Nick Wilde,Lumber delivery!
185,Scene_9:_The_Pawpsicle_Scam,Mouse foreman,What's with the color?
186,Scene_9:_The_Pawpsicle_Scam,Nick Wilde,The color? Uhh... It's red wood.
187,Scene_10:_Judy_Attempts_to_Arrest_Nick,Nick Wilde,"Thirty-nine, forty. There you go. Way to work that diaper, big guy! Hey! No kiss bye-bye for daddy?"
188,Scene_10:_Judy_Attempts_to_Arrest_Nick,Finnick,"You kiss me tomorrow, I'll bite your face off! Ciao."
189,Scene_10:_Judy_Attempts_to_Arrest_Nick,Judy Hopps,"Well. I stood up for you, and you lied to me. You liar!"
190,Scene_10:_Judy_Attempts_to_Arrest_Nick,Nick Wilde,"It's called a hustle, sweetheart. And I'm not the liar, he is!"
191,Scene_10:_Judy_Attempts_to_Arrest_Nick,Judy Hopps,"Hey! All right, slick Nick, you're under arrest."
192,Scene_10:_Judy_Attempts_to_Arrest_Nick,Nick Wilde,"Really, for what?"
193,Scene_10:_Judy_Attempts_to_Arrest_Nick,Judy Hopps,"Gee, I don't know. How about selling food without a permit, transporting undeclared commerce across borough lines, false advertising..."
194,Scene_10:_Judy_Attempts_to_Arrest_Nick,Nick Wilde,"Permit, receipt of declared commerce, and I did not falsely advertise anything. Take care."
195,Scene_10:_Judy_Attempts_to_Arrest_Nick,Judy Hopps,You told that mouse the popsicle sticks were redwood!
196,Scene_10:_Judy_Attempts_to_Arrest_Nick,Nick Wilde,"That's right. Red wood. With a space in the middle. Wood that is red. You can't touch me, Carrots. I've been doing this since I was born."
197,Scene_10:_Judy_Attempts_to_Arrest_Nick,Judy Hopps,"You're gonna want to refrain from calling me ""Carrots."""
198,Scene_10:_Judy_Attempts_to_Arrest_Nick,Nick Wilde,"My bad, I just naturally assumed you came from some little carrot-choked Podunk, no?"
199,Scene_10:_Judy_Attempts_to_Arrest_Nick,Judy Hopps,"Uh, no. Podunk is in Deerbrooke County and I grew up in Bunnyburrow."
200,Scene_10:_Judy_Attempts_to_Arrest_Nick,Nick Wilde,"Okay. Tell me if this story sounds familiar. Naive little hick with good grades and big ideas decides, ""Hey, look at me, I'm gonna move to Zootopia, where predators and prey live in harmony and sing ""Kumbaya."" Only to find - whoopsie - we don't all get along. And that dream of becoming a big-city cop? Double whoopsie! She's a meter maid. And whoopsie number three-sie, no one cares about her or her dreams. And soon enough those dreams die, and our bunny sinks into emotional and literal squalor, living in a box under a bridge. Till, finally, she has no choice but to go back home with that cute fuzzy-wuzzy little tail between her legs to become... You're from Bunnyburrow, is that what you said? So how about a carrot farmer? Does That sound about right? Be careful now, or it won't just be your dreams getting crushed."
201,Scene_10:_Judy_Attempts_to_Arrest_Nick,Judy Hopps,"Hey, hey! No one tells me what I can or can't be! Especially not some jerk who never had the guts to try and be anything more than a pawpsicle Popsicle hustler."
202,Scene_10:_Judy_Attempts_to_Arrest_Nick,Nick Wilde,"All right, look, everyone comes to Zootopia thinking they can be anything they want. Well, you can’t. You can only be what you are. Sly fox, dumb bunny."
203,Scene_10:_Judy_Attempts_to_Arrest_Nick,Judy Hopps,I am not a dumb bunny.
204,Scene_10:_Judy_Attempts_to_Arrest_Nick,Nick Wilde,"Right. And that's not wet cement. You'll never be a real cop. You're a cute meter maid, though. Maybe a supervisor one day. Hang in there!"
205,Scene_11:_Muzzletime,Judy Hopps,"Oh, hey, it's my parents!"
206,Scene_11:_Muzzletime,Bonnie Hopps,"Oh, there she is! Hi, sweetheart!"
207,Scene_11:_Muzzletime,Stu Hopps,"Hey there, Jude the Dude! How was your first day on the force?"
208,Scene_11:_Muzzletime,Judy Hopps,It was real great.
209,Scene_11:_Muzzletime,Bonnie Hopps,Yeah? Everything you ever hoped?
210,Scene_11:_Muzzletime,Judy Hopps,"Mm-hmm, absolutely and more! Everyone's so nice, and I feel like I'm really making a difference."
211,Scene_11:_Muzzletime,Stu Hopps,"Wait a second... Holy cripes, Bonnie, look at that!"
